source_url,subject,subject_type,relation,object,object_type,context
"https://en.wikipedia.org/wiki/Victoria,_Princess_Royal",Russia,GPE,be not just geopolitical rival in,Asia,LOC,"For most of the 19th century, Russia and Britain were not just geopolitical rivals in Asia, but also ideological opponents as many in both nations believed autocratic Russia and democratic Britain were destined to battle each for world domination."
"https://en.wikipedia.org/wiki/Victoria,_Princess_Royal",Junkers,PRODUCT,tend,Prussia,GPE,"In Prussia, the Junkers tended to see much in common with the ordered society of Imperial Russia, and disliked British democracy."
"https://en.wikipedia.org/wiki/Victoria,_Princess_Royal",Frederick William IV,PERSON,give to,Frederick,PERSON,"Upon the arrival of Victoria in Berlin, King Frederick William IV gave to Frederick and his wife an old wing of the Berlin Palace."
"https://en.wikipedia.org/wiki/Victoria,_Princess_Royal",Victoria,GPE,decide,four months,DATE,"However, over the weeks it became clear that the child's arm would not recover, and, after four months of doubts, Victoria decided to give the sad news to her parents."
"https://en.wikipedia.org/wiki/Victoria,_Princess_Royal",William I. Frederick,PERSON,be new crown prince of,Prussia,GPE,"Crown Princess of Prussia [edit]Early issues and struggles [edit]With the death of King Frederick William IV on 2 January 1861, his brother, who had acted as regent since 1858, ascended the throne as King William I. Frederick was then the new crown prince of Prussia but his situation at court did not change much: his father refused to increase his allowance, and Crown Princess Victoria continued to contribute significantly to the family budget with her dowry and allowance."
"https://en.wikipedia.org/wiki/Victoria,_Princess_Royal",Bismarck,LOC,remain at head of government subsequently of government until,1890,DATE,"The king was pleased with the situation, but his wife, the liberal Queen Augusta, and especially his son and daughter-in-law, harshly criticised the decision.[56][57] However, Bismarck remained at the head of the Prussian government and subsequently of the German government until 1890 and was instrumental in the isolation of the crown prince and his wife.[56] Increasing isolation [edit]With the outbreak of the Prussian constitutional conflict, the opposition between liberals and conservatives in Berlin reached its peak."
"https://en.wikipedia.org/wiki/Victoria,_Princess_Royal",Bismarck,GPE,involve in against in,1864,DATE,"Faithful to his objectives, Bismarck involved Prussia in the Second Schleswig War against Denmark in 1864."
"https://en.wikipedia.org/wiki/Victoria,_Princess_Royal",Frederick,PERSON,join,the Prussian Army,ORG,"During the war, Frederick joined the Prussian Army and was part of the fighting under the command of Field Marshal Friedrich von Wrangel."
"https://en.wikipedia.org/wiki/Victoria,_Princess_Royal",Prussia,GPE,occupy,Holstein,GPE,"On 9 June 1866, Prussia occupied Holstein, which was administered by Austria."
"https://en.wikipedia.org/wiki/Victoria,_Princess_Royal",Prussia,GPE,proclaim dissolution of,the German Confederation,ORG,"In the meanwhile, Vienna asked the Diet of the German Confederation for a general mobilisation of the German states against Prussia, which took place on 14 June.[74] Considering the mobilisation illegal, Prussia proclaimed the dissolution of the German Confederation and invaded Saxony, Hanover and Hesse-Kassel, effectively starting the Austro-Prussian War."
"https://en.wikipedia.org/wiki/Victoria,_Princess_Royal",Vienna,GPE,withdraw from,the German Confederation,ORG,"Finally, with the Peace of Prague (23 August 1866), Vienna withdrew from the German Confederation, which was dissolved."
"https://en.wikipedia.org/wiki/Victoria,_Princess_Royal",Frederick,PERSON,welcome creation of,the North German Confederation,ORG,"Frederick welcomed the creation of the North German Confederation, which joined Prussia and some Germanic principalities, because he saw that it was the first step toward German unification."
"https://en.wikipedia.org/wiki/Victoria,_Princess_Royal",Sigismund,PERSON,die of meningitis at on before,the Battle of Königgrätz,EVENT,"Sigismund, their fourth child, died of meningitis at 21 months on 18 June 1866, just a few days before the Battle of Königgrätz."
"https://en.wikipedia.org/wiki/Victoria,_Princess_Royal",Wörth,PERSON,have notorious role in during,the Siege of Paris,ORG,"and Wörth (6 August 1870), and also had a notorious role in the Battle of Sedan (1 September 1870) during the Siege of Paris."
"https://en.wikipedia.org/wiki/Victoria,_Princess_Royal",Frederick,PERSON,receive command of any troop after,the Franco-Prussian War,ORG,"Enlightened princess [edit]Despite being named field marshal because of his military performance in the wars of the 1860s, Frederick did not receive the command of any troops after the Franco-Prussian War."
"https://en.wikipedia.org/wiki/Victoria,_Princess_Royal",Victoria,GPE,be interested in,the Theory of Evolution of Darwin,ORG,"Despite the indignation of her mother, Victoria was also interested in the Theory of Evolution of Darwin and the ideas of British geologist Lyell.[89]"
"https://en.wikipedia.org/wiki/Victoria,_Princess_Royal",Stoecker,ORG,be very popular well respect man in,Germany,GPE,"In 1880–1881, there was a campaign waged by the Völkisch movement to disemancipate German Jews, led by the Lutheran Pastor Adolf Stoecker and the historian Heinrich von Treitschke, leading to a quarter of a million Germans signing a petition asking the government to ban all Jewish immigration, forbid Jews from holding public office, to work as teachers, and from attending universities, which was a mere prelude to the ultimate goal of the völkisch activists: stripping Jews of their German citizenship.[94] Both Stoecker and Treitschke were very popular and well respected men in Germany, and their anti-Semitic campaign attracted much support from the Prussian Army officer corps, university students, and the court, but Victoria was fearless in attacking the anti-Semitic leaders and wrote, ""Treitschke and his supporters are lunatics of the most dangerous sort"".[94]"
"https://en.wikipedia.org/wiki/Victoria,_Princess_Royal",Victoria,GPE,buy cottage in,Bornstedt,GPE,"In 1863, Victoria and Frederick bought a cottage in Bornstedt so that their children could grow up in an environment similar to that of Osborne House."
"https://en.wikipedia.org/wiki/Victoria,_Princess_Royal",Victoria,GPE,entrust this task to bright strict philologist,Georg Ernst Hinzpeter,PERSON,"Willing to give their children the best education possible, Victoria and her husband entrusted this task to the bright, strict Calvinist philologist Georg Ernst Hinzpeter."
"https://en.wikipedia.org/wiki/Victoria,_Princess_Royal",William,PERSON,enrol at,the University of Bonn,ORG,"Finally, William was enrolled at the University of Bonn, and his younger brother, who did not show the same intellectual interests, was sent to the navy at 16 years old."
"https://en.wikipedia.org/wiki/Victoria,_Princess_Royal",Victoria,GPE,suffer another blow with death of her son on,27 March 1879,DATE,"The education received by the children did not allow them to have the open and liberal personalities that their parents wanted.[108][109] While her two eldest sons were approaching adulthood, Victoria suffered another blow with the death of her 11-year-old son, Waldemar, on 27 March 1879 of diphtheria.[110] Without having recovered from the death of Sigismund, the crown princess was devastated with the loss of another child especially since he died of the same disease that had taken her sister Alice, Grand Duchess of Hesse and by Rhine and her niece Princess Marie just a few months earlier."
"https://en.wikipedia.org/wiki/Victoria,_Princess_Royal",Victoria,GPE,get,several months,DATE,"After several months of negotiations, Victoria got what she wanted but soon became disappointed when she saw that her daughter-in-law did not have the liberal personality that she expected.[113][114]"
"https://en.wikipedia.org/wiki/Victoria,_Princess_Royal",Frederick,PERSON,go with his wife to for in,June 1887,DATE,"With the agreement of his physicians, Frederick went with his wife to Great Britain for the Golden Jubilee of Queen Victoria in June 1887."
"https://en.wikipedia.org/wiki/Victoria,_Princess_Royal",Frederick,PERSON,go to in,September 1887,DATE,"Frederick and Victoria went to San Remo in September 1887, causing outrage in Berlin because, despite the continued deterioration in the emperor's health, the couple did not return to the capital."
"https://en.wikipedia.org/wiki/Victoria,_Princess_Royal",Frederick III,PERSON,appoint his wife as lady of order of black eagle high order of chivalry in,the Kingdom of Prussia,GPE,"Empress of 99 days [edit]Immediately after accession, Emperor Frederick III appointed his wife as Lady of the Order of the Black Eagle, the highest order of chivalry in the Kingdom of Prussia."
"https://en.wikipedia.org/wiki/Victoria,_Princess_Royal",Augusta,GPE,be still alive until,1890,DATE,"From the death of her husband, she became known as Empress Frederick,[131][132] as her mother-in-law, empress dowager Augusta, was still alive until 1890."
"https://en.wikipedia.org/wiki/Victoria,_Princess_Royal",Margaret,PERSON,marry of,Hesse,GPE,"Finally, in 1893, Princess Margaret married Prince Frederick Charles of Hesse, who in 1918 was elected to the throne of the ephemeral Kingdom of Finland."
"https://en.wikipedia.org/wiki/Victoria,_Princess_Royal",Empress Frederick,PERSON,bury next to her husband in royal mausoleum of at on,13 August 1901,DATE,"These letters were later edited by Ponsonby and put into context by his background commentary to form the book that was published in 1928.[e] The empress dowager died in Friedrichshof on 5 August 1901, less than seven months after the death of her mother.[140] Empress Frederick was buried next to her husband in the royal mausoleum of the Friedenskirche at Potsdam on 13 August 1901."
"https://en.wikipedia.org/wiki/Victoria,_Princess_Royal",Felicity Kendal,PERSON,play in,Edward the Seventh,ORG,Horticulture [edit]- The Empress Frederick is a variety of begonia double with flat petals and roses arranged around a single center.[147] - The Kronprinzessin Viktoria is a rose of type Bourbon created in 1888 by the rose breeders Vollert.[148] - The Kaiserin Friedrich is a variety of rose noisetee created in 1889 by Drögeüller.[149] Film and television [edit]- Felicity Kendal played Victoria in Edward the Seventh (1975) -
"https://en.wikipedia.org/wiki/Victoria,_Princess_Royal",Hallie Woodhall,PERSON,portray young in,the second season,DATE,- Hallie Woodhall portrays a younger Princess Victoria in the second season.
"https://en.wikipedia.org/wiki/Victoria,_Princess_Royal",Victoria,ORG,die in,1901,DATE,"In 1917, the escutcheon was dropped by royal warrant from George V. Of course Victoria had died in 1901 and the arms had not been used by her since her marriage to Prince Friedrich Wilhelm of Prussia, later German Emperor Friedrich III. - ^ Louda, Jiří; Maclagan, Michael (1999)."
https://en.wikipedia.org/wiki/Edward_VII,Edward VII Edward VII,PERSON,be king of from,22 January 1901,DATE,"Edward VII Edward VII (Albert Edward; 9 November 1841 – 6 May 1910) was King of the United Kingdom and the British Dominions, and Emperor of India, from 22 January 1901 until his death in 1910."
https://en.wikipedia.org/wiki/Edward_VII,Edward,PERSON,travel throughout,Britain,GPE,"As Prince of Wales, Edward travelled throughout Britain performing ceremonial public duties and represented Britain on visits abroad."
https://en.wikipedia.org/wiki/Edward_VII,Edward,PERSON,inherit throne on his mother s death in,1901,DATE,Edward inherited the throne on his mother's death in 1901.
https://en.wikipedia.org/wiki/Edward_VII,Edward,PERSON,spend study at under among other chemist,Lyon Playfair,PERSON,"After an educational trip to Rome, undertaken in the first few months of 1859, Edward spent the summer of that year studying at the University of Edinburgh under, among others, the chemist Lyon Playfair."
https://en.wikipedia.org/wiki/Edward_VII,Buchanan,PERSON,accompany prince to,Mount Vernon,GPE,"Buchanan accompanied the prince to Mount Vernon, to pay his respects at the tomb of George Washington."
https://en.wikipedia.org/wiki/Edward_VII,Edward,PERSON,return to,Britain,GPE,"As soon as Edward returned to Britain, preparations were made for his engagement, which was sealed at Laeken in Belgium on 9 September 1862.[22] Edward married Alexandra at St George's Chapel, Windsor Castle, on 10 March 1863."
https://en.wikipedia.org/wiki/Edward_VII,Edward,PERSON,marry at chapel on,10 March 1863,DATE,"As soon as Edward returned to Britain, preparations were made for his engagement, which was sealed at Laeken in Belgium on 9 September 1862.[22] Edward married Alexandra at St George's Chapel, Windsor Castle, on 10 March 1863."
https://en.wikipedia.org/wiki/Edward_VII,Lady Randolph,PERSON,churchill;[b,Daisy Greville,PERSON,"He socialised with actress Lillie Langtry; Lady Randolph Churchill;[b] Daisy Greville, Countess of Warwick; actress Sarah Bernhardt; noblewoman Lady Susan Vane-Tempest; singer Hortense Schneider; prostitute Giulia Beneni (known as ""La Barucci""); wealthy humanitarian Agnes Keyser; and Alice Keppel."
https://en.wikipedia.org/wiki/Edward_VII,Camilla Parker Bowles,PERSON,become mistress subsequent wife of king,Charles III,PERSON,"Edward always strove to be discreet, but this did not prevent society gossip or press speculation.[28] Keppel's great-granddaughter Camilla Parker Bowles became the mistress and subsequent wife of King Charles III, Edward's great-great-grandson."
https://en.wikipedia.org/wiki/Edward_VII,Edward,PERSON,acknowledge any illegitimate,children.[30,PERSON,Edward never acknowledged any illegitimate children.[30]
https://en.wikipedia.org/wiki/Edward_VII,Charles Mordaunt,PERSON,threaten,1869,DATE,"In 1869, Sir Charles Mordaunt, a British Member of Parliament, threatened to name Edward as co-respondent in his divorce suit."
https://en.wikipedia.org/wiki/Edward_VII,Edward,PERSON,call as witness in case in,early 1870,DATE,"Ultimately, he did not do so but Edward was called as a witness in the case in early 1870."
https://en.wikipedia.org/wiki/Edward_VII,the French Emperor,ORG,defeat in,the Franco-Prussian War,FAC,"In 1870 republican sentiment in Britain was given a boost when the French Emperor, Napoleon III, was defeated in the Franco-Prussian War and the French Third Republic was declared.[37]"
https://en.wikipedia.org/wiki/Edward_VII,Salisbury,GPE,inform,Edward,PERSON,"Deep in an international crisis, Salisbury informed Edward that it had been a dark morning, and that ""my mind must have been occupied by some subject of less importance"".[47]"
https://en.wikipedia.org/wiki/Edward_VII,England,GPE,know since,the earlier 1660s,DATE,He was in fact the most popular king England had known since the earlier 1660s.
https://en.wikipedia.org/wiki/Edward_VII,Edward,PERSON,crown at on,9 August 1902,DATE,"Treves was honoured with a baronetcy (which the King had arranged before the operation)[74] and appendix surgery entered the medical mainstream.[71] Edward was crowned at Westminster Abbey on 9 August 1902 by the Archbishop of Canterbury, Frederick Temple.[70] Edward refurbished the royal palaces, reintroduced the traditional ceremonies, such as the State Opening of Parliament, that his mother had foregone, and founded new honours, such as the Order of Merit, to recognise contributions to the arts and sciences.[75]"
https://en.wikipedia.org/wiki/Edward_VII,the Shah of,LOC,visit,England,GPE,"In 1902, the Shah of Persia, Mozzafar-al-Din, visited England expecting to receive the Order of the Garter."
https://en.wikipedia.org/wiki/Edward_VII,Wilson,PERSON,become lord on,25 January 1910.[98,DATE,"The King was intimately involved in the appointment of Fisher's successor as the Fisher-Beresford feud had split the service, and the only truly qualified figure known to be outside of both camps was Sir Arthur Wilson, who had retired in 1907.[97] Wilson was reluctant to return to active duty, but Edward persuaded him to do so, and Wilson became First Sea Lord on 25 January 1910.[98] Edward was rarely interested in politics, although his views on some issues were notably progressive for the time."
https://en.wikipedia.org/wiki/Edward_VII,Minoru,PERSON,win on,26 July 1909,DATE,"Edward was so dispirited at the tone of class warfare—although Asquith told him that party rancour had been just as bad over the First Home Rule Bill in 1886—that he introduced his son to Secretary of State for War Richard Haldane as ""the last King of England"".[102] After the King's horse Minoru won the Derby on 26 July 1909, he returned to the racetrack the following day and laughed when a man shouted: ""Now, King."
https://en.wikipedia.org/wiki/Edward_VII,Bill,PERSON,pass on,5 November 1909,DATE,"The Finance Bill passed the Commons on 5 November 1909, but was rejected by the Lords on 30 November; they instead passed a resolution of Lord Lansdowne's stating that they were entitled to oppose the bill as it lacked an electoral mandate."
https://en.wikipedia.org/wiki/Edward_VII,King,PERSON,inform,Asquith,PERSON,"Early in the election campaign, Lloyd George talked of ""guarantees"" and Asquith of ""safeguards"" that would be necessary before forming another Liberal government, but such talk ceased after the King informed Asquith that he would not be willing to contemplate creating peers until after a second general election.[8][109] Balfour refused to say whether or not he would be willing to form a Conservative government, but advised the King not to promise to create peers until he had seen the terms of any proposed constitutional change.[110]"
https://en.wikipedia.org/wiki/Edward_VII,Palace,ORG,have secret talk with,Balfour,PERSON,"By April, the Palace was having secret talks with Balfour and Randall Davidson, Archbishop of Canterbury, who both advised that the Liberals did not have sufficient mandate to demand the creation of peers."
https://en.wikipedia.org/wiki/Edward_VII,Barbara W. Tuchman,PERSON,note in,The Guns of August,WORK_OF_ART,"As Barbara W. Tuchman noted in The Guns of August, his funeral, held on 20 May 1910, marked ""the greatest assemblage of royalty and rank ever gathered in one place and, of its kind, the last""."
https://en.wikipedia.org/wiki/Edward_VII,Edward,PERSON,be prince of wales between,8 December 1841,DATE,"The title Prince of Wales is not automatically held by the heir apparent; it is bestowed by the reigning monarch at a time of their choosing.[125] Edward was the longest-serving holder of that title until surpassed by Charles on 9 September 2017.[126] Edward was Prince of Wales between 8 December 1841 and 22 January 1901 (59 years, 45 days); Charles held the title between 26 July 1958 and 8 September 2022 (64 years, 44 days).[125][127][128] As king, Edward VII proved a greater success than anyone had expected,[129] but he was already past the average life expectancy and had little time left to fulfil the role."
https://en.wikipedia.org/wiki/Edward_VII,Wilhelm II,PERSON,tip into,war.[134,GPE,"I am heart-broken and overwhelmed with grief"".[131] Edward has been recognised as the first truly constitutional British sovereign and the last sovereign to wield effective political power.[132] Though lauded as ""Peacemaker"",[133] he had been afraid that German Emperor Wilhelm II, who was one of his nephews, would tip Europe into war.[134] Four years after Edward's death, the First World War broke out."
https://en.wikipedia.org/wiki/Edward_VII,The Royal Family,WORK_OF_ART,retrieve april,Hattersley,ORG,"a b Berry, Ciara (11 January 2016), ""Edward VII"", The Royal Family, Official website of the British Monarchy, archived from the original on 25 January 2018, retrieved 18 April 2016 - ^ Hattersley, pp."
https://en.wikipedia.org/wiki/Edward_VII,BBC News,ORG,retrieve b previous princes of,Wales,GPE,"563–565 - ^ Ridley, p. 568 - ^ Prince Charles becomes longest-serving heir apparent, BBC News, 20 April 2011, archived from the original on 25 September 2015, retrieved 30 January 2016 - ^ a b Previous Princes of Wales, Clarence House, archived from the original on 14 October 2013, retrieved 30 January 2016 - ^ Bryan, Nicola (9 September 2017), Prince Charles is longest-serving Prince of Wales, BBC News, archived from the original on 9 September 2017, retrieved 9 September 2017 - ^"
https://en.wikipedia.org/wiki/Edward_VII,Charles,PERSON,be no long,Hamlet,WORK_OF_ART,"Richardson, Matt (2001), The Royal Book of Lists, Toronto: Dundurn Press, p. 56, ISBN 978-0-88882-238-3 - ^ Lloyd, Will (9 September 2022), ""King Charles is no longer Hamlet"", UnHerd, retrieved 12 September 2022 - ^ Ridley, pp."
https://en.wikipedia.org/wiki/Edward_VII,Almanach Royal Officiel,ORG,retrieve march via,Archives de Bruxelles - ^ Cibrario,ORG,"[Portuguese Honours awarded to Princes of the House of Saxe-Coburg and Gotha], Pro Phalaris (in Portuguese), 9–10: 12, archived from the original on 25 November 2021, retrieved 28 November 2019 - ^ ""Königlich Preussische Ordensliste"", Preussische Ordens-Liste (in German), 1, Berlin: Gedruckt in der Reichsdruckerei: 5, 23, 632, 935, 1048, 1886, archived from the original on 18 August 2021, retrieved 18 August 2021 - ^ ""Liste des Membres de l'Ordre de Léopold"", Almanach Royal Officiel (in French), 1860, p. 50, archived from the original on 25 November 2021, retrieved 13 March 2021 – via Archives de Bruxelles - ^ Cibrario, Luigi (1869),"
https://en.wikipedia.org/wiki/Edward_VII,David Prothero,PERSON,retrieve october,Fox-Davies,ORG,"[First published July 1901], retrieved 28 June 2024 - ^ David Prothero (12 April 2007), ""British Royal Flags, Reign of Edward VII: Proposal for a Personal Royal Standard of King Edward VII"", Flags of the World, retrieved 3 October 2022 - ^ Fox-Davies, Arthur Charles (1909), , , London: T. C. & E. C. Jack, pp."
https://en.wikipedia.org/wiki/Princess_Alice_of_the_United_Kingdom,Alice,PERSON,spend,the next six months,DATE,"Following his death, Queen Victoria entered a period of intense mourning and Alice spent the next six months acting as her mother's unofficial secretary."
https://en.wikipedia.org/wiki/Princess_Alice_of_the_United_Kingdom,Hesse,GPE,become involved in,the Austro-Prussian War,FAC,"When Hesse became involved in the Austro-Prussian War, Darmstadt filled with the injured; the heavily pregnant Alice devoted much of her time to the management of field hospitals.[1]"
https://en.wikipedia.org/wiki/Princess_Alice_of_the_United_Kingdom,Albert,PERSON,die at,Windsor Castle,FAC,"The Queen wrote to her uncle, King Leopold I of Belgium, that ""dear good Alice was full of intense tenderness, affection and distress for me"".[15] Only a few months later, on 14 December 1861, Albert died at Windsor Castle."
https://en.wikipedia.org/wiki/Princess_Alice_of_the_United_Kingdom,Princess Victoria,LOC,suggest of,Hesse,GPE,"With both of the leading candidates now discounted, Princess Victoria suggested Prince Louis of Hesse, a minor German royal, the nephew of the Grand Duke of Hesse."
https://en.wikipedia.org/wiki/Princess_Alice_of_the_United_Kingdom,Queen,PERSON,visit couple at,St Claire,PERSON,"When the Queen visited the couple at St Claire, Alice tried not to appear ""too happy""."
https://en.wikipedia.org/wiki/Princess_Alice_of_the_United_Kingdom,Alice,PERSON,deliver her child on,5 April,DATE,"Alice delivered her first child, Victoria, on 5 April in the presence of Queen Victoria.[36]"
https://en.wikipedia.org/wiki/Princess_Alice_of_the_United_Kingdom,Alice,PERSON,give birth to her daughter nickname on,1 November 1864,DATE,"Alice gave birth to her second daughter Elisabeth, nicknamed ""Ella"", on 1 November 1864; Alice's decision to breastfeed her newborn daughter upset her mother, who was against breastfeeding."
https://en.wikipedia.org/wiki/Princess_Alice_of_the_United_Kingdom,Prussia,GPE,hand over administration of,Schleswig-Holstein,ORG,"The Queen was further upset at the realisation that Alice, having found true happiness, would be visiting England less and less.[36] Austro-Prussian War [edit]In 1866, Austria called for Prussia to hand over administration of Schleswig-Holstein, which had until that point been jointly administered by the two powers, to the Duke of Augustenberg."
https://en.wikipedia.org/wiki/Princess_Alice_of_the_United_Kingdom,Otto von Bismarck,PERSON,send troop into administer,Holstein,GPE,"Prussia refused, and Otto von Bismarck sent troops into Austrian-administered Holstein."
https://en.wikipedia.org/wiki/Princess_Alice_of_the_United_Kingdom,Hesse,GPE,side with,Austrians,NORP,"This provoked war between Austria and Prussia, with Hesse siding with the Austrians, technically making Alice and her sister Victoria enemies.[38]"
https://en.wikipedia.org/wiki/Princess_Alice_of_the_United_Kingdom,Strauss,PERSON,want,1870,DATE,"In 1870, Strauss wanted to dedicate his new work Lectures on Voltaire to Alice, but he was too afraid to ask her; she spared him the need by asking him to dedicate them to her.[47]"
https://en.wikipedia.org/wiki/Princess_Alice_of_the_United_Kingdom,Louis,ORG,write in,August 1877,DATE,"Her continued unpopularity in Darmstadt, however, coupled with her mother not wanting her in England, caused strain, and she and her children spent July and August in Houlgate, Normandy, where Louis often visited them.[53] She was hurt by her reputation in Darmstadt, and she became increasingly bitter towards it; Louis wrote in August 1877 expressing the hope that ""bitterness of the salt water will drive away the bitterness that you still feel against Darmstadt."
https://en.wikipedia.org/wiki/Princess_Alice_of_the_United_Kingdom,Christmas 1877,DATE,provide respite for,Alice,PERSON,"Christmas 1877 provided respite for Alice, as all the family gathered together again, and she doted on her youngest daughters Alix and Marie."
https://en.wikipedia.org/wiki/Princess_Alice_of_the_United_Kingdom,Queen Victoria,PERSON,pay for grand ducal family to holiday in,Eastbourne,GPE,"In the Autumn of 1878, Queen Victoria paid for the Grand Ducal family to holiday in Eastbourne, where they stayed in a house on the Grand Parade."
https://en.wikipedia.org/wiki/Princess_Alice_of_the_United_Kingdom,Marie,PERSON,become seriously ill on,15 November,DATE,"Marie became seriously ill on 15 November, and Alice was called to her bedside, but by the time she arrived, Marie had choked to death."
https://en.wikipedia.org/wiki/Princess_Alice_of_the_United_Kingdom,Alice,PERSON,write to,Queen Victoria,PERSON,"A distraught Alice wrote to Queen Victoria that the ""pain is beyond words"".[64]"
https://en.wikipedia.org/wiki/Princess_Alice_of_the_United_Kingdom,Alice,PERSON,keep news of s death secret from her child for,several weeks,DATE,"Alice kept the news of Marie's death secret from her children for several weeks, but she finally told Ernest in early December."
https://en.wikipedia.org/wiki/Princess_Alice_of_the_United_Kingdom,Victoria,ORG,have towards,Alice,PERSON,"The animosity that Victoria had towards Alice seemed no longer present.[71] Princess Victoria expressed her grief to her mother in a 39-page letter, and deeply mourned Alice, the sister to whom she was closest."
https://en.wikipedia.org/wiki/Princess_Alice_of_the_United_Kingdom,Alix,PERSON,kill by in city of in,the summer of 1918,DATE,"Alix, her husband, and her children were killed by the Bolsheviks in the city of Ekaterinburg in the summer of 1918, sixteen months after the February Revolution forced Nicholas to abdicate.[79]"
https://en.wikipedia.org/wiki/Princess_Alice_of_the_United_Kingdom,the February Revolution,EVENT,force,Nicholas,PERSON,"Alix, her husband, and her children were killed by the Bolsheviks in the city of Ekaterinburg in the summer of 1918, sixteen months after the February Revolution forced Nicholas to abdicate.[79]"
https://en.wikipedia.org/wiki/Princess_Alice_of_the_United_Kingdom,Louis Mountbatten,PERSON,be last viceroy of,India,GPE,"Louis Mountbatten, son of Alice's eldest daughter, Victoria, was the last Viceroy of India."
"https://en.wikipedia.org/wiki/Alfred,_Duke_of_Saxe-Coburg_and_Gotha","Alfred, Duke of Saxe-Coburg",ORG,be sovereign from,22 August 1893,DATE,"Alfred, Duke of Saxe-Coburg and Gotha Alfred (Alfred Ernest Albert; 6 August 1844 – 30 July 1900) was sovereign Duke of Saxe-Coburg and Gotha from 22 August 1893 until his death in 1900."
"https://en.wikipedia.org/wiki/Alfred,_Duke_of_Saxe-Coburg_and_Gotha",Alfred,PERSON,enter,the Royal Navy,ORG,"Entering the Royal Navy [edit]In 1856, when he reached age 12, it was decided that Alfred, in accordance with his own wishes, should enter the Royal Navy."
"https://en.wikipedia.org/wiki/Alfred,_Duke_of_Saxe-Coburg_and_Gotha",Alfred,PERSON,visit in,1869,DATE,"Alfred visited Hawaii in 1869 and spent time with the royal family there, where he was presented with leis upon his arrival."
"https://en.wikipedia.org/wiki/Alfred,_Duke_of_Saxe-Coburg_and_Gotha",Queen Victoria,PERSON,write to,Victoria,GPE,"Potential matches [edit]In 1862, Queen Victoria wrote to Victoria, Princess Royal, that she wanted Alfred to marry Princess Dagmar of Denmark."
"https://en.wikipedia.org/wiki/Alfred,_Duke_of_Saxe-Coburg_and_Gotha",Alfred,PERSON,marry of,Denmark,GPE,"Potential matches [edit]In 1862, Queen Victoria wrote to Victoria, Princess Royal, that she wanted Alfred to marry Princess Dagmar of Denmark."
"https://en.wikipedia.org/wiki/Alfred,_Duke_of_Saxe-Coburg_and_Gotha",Alfred,PERSON,be heir to,Coburg,LOC,"""[19] However, she decided against the match because of Germany's anger towards Denmark over the disputed territories of Schleswig-Holstein, especially since Alfred was the heir to Coburg."
"https://en.wikipedia.org/wiki/Alfred,_Duke_of_Saxe-Coburg_and_Gotha",Dagmar,PERSON,engage to,Tsarevich Nicholas,ORG,"Dagmar was initially engaged to Tsarevich Nicholas; however, he died on 22 April 1865 in the presence of his parents, brothers, and Dagmar."
"https://en.wikipedia.org/wiki/Alfred,_Duke_of_Saxe-Coburg_and_Gotha",Alfred,PERSON,meet of,Russia,GPE,"[edit]During a visit to his sister Alice in August 1868, Alfred met Grand Duchess Maria Alexandrovna of Russia, then fourteen years old.[21][22][23][24]"
"https://en.wikipedia.org/wiki/Alfred,_Duke_of_Saxe-Coburg_and_Gotha",The Duke and Duchess,WORK_OF_ART,make their public entry into on,12 March,DATE,"To commemorate the occasion, the English bakery Peek Freans made the now internationally popular Marie biscuit, with the Duchess' name imprinted on its top.[25] The Duke and Duchess of Edinburgh made their public entry into London on 12 March."
"https://en.wikipedia.org/wiki/Alfred,_Duke_of_Saxe-Coburg_and_Gotha",edit]Affie,ORG,grant annuity of from civil list in,1866,DATE,"Financial settlement [edit]Affie had been granted an annuity of £15,000 from the British Civil list in 1866, which was increased by £10,000 to £25,000 when he married.[27]"
"https://en.wikipedia.org/wiki/Alfred,_Duke_of_Saxe-Coburg_and_Gotha",Maria,PERSON,receive annuity of from,the British Civil List,EVENT,"Under the terms of the marriage treaty signed between the United Kingdom and Russian Empire, Maria would receive an annuity of £6,000 from the British Civil List if she outlived Alfred."
"https://en.wikipedia.org/wiki/Alfred,_Duke_of_Saxe-Coburg_and_Gotha",Maria,PERSON,predecease,Alfred,PERSON,"If Maria predeceased Alfred leaving children, her marriage portion and private fortune would be appropriated for their benefit."
"https://en.wikipedia.org/wiki/Alfred,_Duke_of_Saxe-Coburg_and_Gotha",Henry Ponsonby,PERSON,write,Fiddle,PERSON,Sir Henry Ponsonby wrote: 'Fiddle out of tune and noise abominable.
"https://en.wikipedia.org/wiki/Alfred,_Duke_of_Saxe-Coburg_and_Gotha",Cape Prince Alfred,PERSON,be in,the North West Territories,LOC,"[edit]Prince Alfred Bay, Nunavut, was named in his honour, as was Cape Prince Alfred in the North West Territories."
"https://en.wikipedia.org/wiki/Alfred,_Duke_of_Saxe-Coburg_and_Gotha",Prince Alfred,PERSON,visit in,1861,DATE,"The Prince Alfred Arch, a monument[45] in Tangier, Nova Scotia, marks the spot Prince Alfred visited in 1861."
"https://en.wikipedia.org/wiki/Alfred,_Duke_of_Saxe-Coburg_and_Gotha",The Alfred Rowing Club,ORG,establish in,1864,DATE,The Alfred Rowing Club was established in 1864 and was housed under the pier at Table Bay.
